608;Sommerhus;100;5;1972
609;Villa;178;5;1963
610;Sommerhus;54;2;1973
611;Villa;108;4;1961
612;Villa;162;5;1973
613;Villa;208;3;1960
614;Villa;106;4;1968
615;Rækkehus;124;4;1987
616;Lejlighed;76;3;1977
617;Lejlighed;65;2;1895
618;Villa;131;4;1777
619;Lejlighed;190;5;1897
620;Sommerhus;72;4;1972
621;Villa;167;5;1962
622;Villa;125;4;1999
623;Villa;171;6;1963
624;Villa;132;5;1980
625;Villa;127;5;1962
626;Rækkehus;104;4;1984
627;Sommerhus;121;6;2001
628;Lejlighed;190;5;1897
629;Villa;127;5;1998
630;Villa;85;3;1962
631;Rækkehus;130;2;1983
632;Villa;133;4;1967
633;Villa;146;5;1942
634;Villa;139;6;1997
635;Villa;160;6;1922
636;Lejlighed;149;4;1850
637;Villa;150;7;1997
638;Rækkehus;105;4;1920
639;Lejlighed;88;4;1969
640;Villa;199;6;2007
641;Villa;164;5;2013
642;Villa;163;4;1980
643;Lejlighed;82;2;1935
644;Villa;120;3;1969
645;Villa;207;7;1967
646;Villa;120;3;1877
647;Villa;132;5;1977
648;Villa;260;10;1913
649;Rækkehus;138;4;1985
650;Villa;136;5;1969
651;Villa;165;6;1966
652;Lejlighed;56;2;1969
653;Lejlighed;88;4;1969
654;Villa;108;5;1972
655;Villa;116;4;1900
656;Lejlighed;72;3;1926
657;Villa;128;6;1935
658;Villa;155;6;1977
659;Villa;115;5;1954
660;Villa;190;6;1957
661;Villa;172;6;2000
662;Lejlighed;72;2;1926
663;Lejlighed;87;2;1850
664;Villa;156;6;1962
665;Lejlighed;83;3;1967
666;Lejlighed;120;3;1969
667;Villa;137;5;1987
668;Lejlighed;51;1;1955
669;Villa;237;8;2004
670;Villa;118;3;1967
671;Villa;169;7;1913
672;Villa;192;6;1965
673;Sommerhus;45;2;1962
674;Villa;155;6;1969
675;Villa;172;6;1947
676;Villa;160;5;1972
677;Villa;120;3;1922
678;Villa;134;5;1930
679;Villa;169;5;1944
680;Villa;97;3;1931
681;Lejlighed;76;3;1942
682;Villa;158;5;1923
683;Sommerhus;67;3;1976
684;Sommerhus;124;7;1976
685;Rækkehus;111;4;1981
686;Villa;96;3;1962
687;Lejlighed;82;2;1979
688;Villa;198;6;1966
689;Sommerhus;106;4;2006
690;Lejlighed;31;1;1973
691;Villa;127;4;1880
692;Villa;124;4;1976
693;Sommerhus;72;3;1991
694;Sommerhus;62;4;1965
695;Sommerhus;102;4;1969
696;Villa;134;5;2008
697;Villa;180;8;1924
698;Lejlighed;72;3;1939
699;Villa;218;9;1967
700;Sommerhus;60;3;1967
701;Villa;201;6;1933
702;Sommerhus;90;4;2002
703;Villa;165;4;2002
704;Villa;113;4;1956
705;Villa;173;4;1975
706;Villa;162;5;1974
707;Villa;177;7;1930
708;Villa;245;6;1961
709;Villa;230;3;1962
710;Villa;144;5;1963
711;Villa;148;6;1959
712;Sommerhus;60;3;1974
713;Villa;133;4;1988
714;Sommerhus;53;3;1980
715;Villa;117;3;1960
716;Villa;121;5;1968
717;Lejlighed;109;2;1889
718;Villa;185;6;1960
719;Villa;152;5;1913
720;Rækkehus;103;3;1981
721;Villa;90;4;1944
722;Villa;128;4;1962
723;Villa;231;6;1976
724;Lejlighed;59;2;1949
725;Lejlighed;59;2;1949
726;Rækkehus;100;5;1961
727;Villa;132;4;1980
728;Villa;60;2;1958
729;Villa;162;5;2002
730;Villa;164;6;1921
731;Villa;201;7;1960
732;Sommerhus;116;7;1984
733;Lejlighed;86;3;1960
734;Villa;128;4;1964
735;Lejlighed;67;2;1972
736;Lejlighed;122;3;1895
737;Villa;186;6;1964
738;Villa;165;5;1956
739;Villa;154;4;1880
740;Lejlighed;90;3;1939
741;Villa;187;5;1976
742;Villa;170;5;1970
743;Villa;103;4;1898
744;Lejlighed;122;3;1850
745;Villa;212;6;1963
746;Villa;151;5;1970
747;Villa;121;5;1965
748;Lejlighed;127;3;1850
749;Villa;136;5;1964
750;Lejlighed;273;5;1905
751;Villa;198;8;1960
752;Villa;140;5;1930
753;Sommerhus;73;5;1950
754;Lejlighed;67;2;1971
755;Villa;106;4;1870
756;Villa;213;8;1991
757;Villa;165;8;1911
758;Villa;112;4;1967
759;Villa;122;4;1954
760;Lejlighed;61;2;1969
761;Villa;217;6;1968
762;Sommerhus;67;4;1972
763;Lejlighed;37;1;1979
764;Villa;114;3;1951
765;Villa;138;6;1983
766;Sommerhus;43;3;1932
767;Lejlighed;70;3;1935
768;Villa;230;6;1969
769;Villa;125;5;1967
770;Villa;184;7;1962
771;Sommerhus;67;4;1977
772;Villa;112;2;1915
773;Sommerhus;74;3;1972
774;Sommerhus;49;3;1987
775;Lejlighed;64;2;1926
776;Sommerhus;91;4;2005
777;Villa;106;2;1922
778;Villa;142;4;1967
779;Villa;120;3;1933
780;Villa;177;6;1980
781;Villa;195;6;1950
782;Sommerhus;72;2;1972
783;Villa;130;6;1999
784;Villa;148;4;1931
785;Villa;100;4;1960
786;Villa;120;5;2002
787;Villa;90;3;1965
788;Lejlighed;80;3;1902
789;Villa;205;6;1928
790;Villa;214;4;1979
791;Rækkehus;72;2;1904
792;Lejlighed;76;3;1977
793;Lejlighed;96;2;1889
794;Sommerhus;66;3;1964
795;Villa;157;5;1940
796;Villa;120;3;1947
797;Sommerhus;65;4;1976
798;Villa;96;4;1966
799;Villa;129;5;1911
800;Lejlighed;64;2;1955
801;Sommerhus;78;4;1988
802;Villa;74;2;1950
803;Lejlighed;50;2;1952
804;Villa;135;5;1954
805;Sommerhus;40;3;1961
806;Lejlighed;50;2;1942
807;Sommerhus;30;2;1962
808;Lejlighed;71;2;1939
809;Villa;126;4;1998
810;Villa;131;5;2000
811;Sommerhus;50;3;2002
812;Sommerhus;59;3;1984
813;Villa;290;6;1964
814;Sommerhus;100;5;2007
815;Villa;192;6;1969
816;Lejlighed;31;1;1973
817;Villa;102;4;1966
818;Lejlighed;89;4;1970
819;Villa;125;5;1983
820;Villa;188;9;1975
821;Villa;137;6;1877
822;Villa;136;3;1971
823;Villa;101;3;1981
824;Villa;160;5;1972
825;Lejlighed;43;2;1983
826;Villa;95;3;1949
827;Villa;140;4;1962
828;Lejlighed;54;2;1929
829;Lejlighed;136;4;1969
830;Lejlighed;48;2;1939
831;Lejlighed;86;3;1927
832;Lejlighed;49;2;1964
833;Villa;185;6;1994
834;Villa;124;4;1976
835;Villa;120;4;1976
836;Lejlighed;89;2;1966
837;Lejlighed;69;2;1950
838;Lejlighed;64;2;1939
839;Rækkehus;81;3;1988
840;Villa;155;6;1984
841;Villa;98;3;1976
842;Villa;194;6;1953
843;Sommerhus;73;4;1973
844;Lejlighed;58;2;1940
845;Rækkehus;81;3;1986
846;Sommerhus;90;4;1973
847;Villa;84;2;1955
848;Villa;155;5;1996
849;Villa;122;5;1966
850;Sommerhus;41;3;1975
851;Sommerhus;60;4;1972
852;Villa;113;4;1964
853;Villa;139;4;1969
854;Villa;152;5;1973
855;Villa;114;4;1980
856;Villa;126;4;1965
857;Lejlighed;91;2;1959
858;Villa;146;6;1969
859;Villa;148;5;2000
860;Villa;99;3;1900
861;Sommerhus;145;7;1971
862;Rækkehus;109;4;1984
863;Sommerhus;60;3;1974
864;Lejlighed;71;3;1920
865;Villa;144;5;1994
866;Villa;162;6;1969
867;Villa;204;5;1976
868;Villa;90;4;1921
869;Lejlighed;62;2;1969
870;Villa;141;7;1968
871;Lejlighed;110;4;1958
872;Lejlighed;96;4;1969
873;Rækkehus;118;4;2001
874;Villa;117;4;1900
875;Lejlighed;55;2;1954
876;Villa;72;3;1907
877;Villa;206;6;1986
878;Villa;131;5;1964
879;Villa;136;5;1970
880;Villa;140;3;2004
881;Lejlighed;43;1;1972
882;Villa;162;6;1935
883;Villa;98;4;1972
884;Villa;155;5;2001
885;Sommerhus;54;3;1974
886;Sommerhus;55;3;1980
887;Villa;175;7;1978
888;Lejlighed;53;2;1934
889;Villa;205;5;1974
890;Villa;132;4;1954
891;Sommerhus;84;4;1973
892;Villa;153;2;1910
893;Sommerhus;46;2;1969
894;Villa;109;4;1992
895;Villa;167;5;1948
896;Villa;206;8;1990
897;Rækkehus;74;2;1900
898;Lejlighed;77;2;1941
899;Villa;187;7;1936
900;Villa;110;4;1949
901;Villa;103;3;1958
902;Villa;113;5;1927
903;Villa;101;3;1962
904;Villa;167;4;1909
905;Lejlighed;35;1;1959
906;Lejlighed;66;2;1971
907;Villa;167;4;1973
908;Lejlighed;96;4;1970
909;Sommerhus;77;4;2004
910;Villa;143;5;1960
911;Villa;147;7;1941
912;Villa;156;5;2001
913;Sommerhus;65;3;1972
914;Villa;137;4;1980
915;Villa;275;7;1905
916;Villa;203;7;1968
917;Villa;162;5;1877
918;Sommerhus;48;3;1966
919;Sommerhus;105;4;2006
920;Villa;100;3;1969
921;Lejlighed;94;3;1898
922;Villa;214;6;1979
923;Villa;130;5;1904
924;Lejlighed;128;4;1896
925;Villa;66;3;1880
926;Villa;130;4;1978
927;Sommerhus;60;4;1970
928;Sommerhus;62;4;1983
929;Villa;140;6;1954
930;Sommerhus;56;3;1971
931;Sommerhus;98;4;2007
932;Villa;170;6;1934
933;Villa;187;8;1934
934;Villa;165;5;1967
935;Villa;147;5;1967
936;Villa;98;4;1930
937;Villa;144;6;1976
938;Lejlighed;69;1;1969
939;Villa;110;3;1958
940;Villa;105;5;1962
941;Lejlighed;161;5;1920
942;Villa;125;3;1964
943;Villa;192;5;1901
944;Villa;126;5;1958
945;Lejlighed;34;1;1959
946;Villa;131;5;2002
947;Lejlighed;98;3;1912
948;Lejlighed;57;2;1954
949;Lejlighed;55;2;1926
950;Lejlighed;57;2;1943
951;Villa;152;3;2014
952;Lejlighed;71;2;1910
953;Villa;137;5;1972
954;Villa;150;5;1932
955;Sommerhus;42;2;1950
956;Villa;172;5;2003
957;Sommerhus;58;3;1980
958;Lejlighed;208;5;1936
959;Villa;139;5;1996
960;Lejlighed;62;2;1949
961;Villa;95;5;1900
962;Villa;122;7;1927
963;Villa;204;9;1973
964;Lejlighed;69;2;1969
965;Rækkehus;109;4;1984
966;Villa;118;4;1958
967;Villa;113;5;1889
968;Sommerhus;50;2;1958
969;Villa;165;5;1968
970;Villa;147;6;1880
971;Villa;118;3;1960
972;Lejlighed;166;4;1910
973;Villa;142;3;1969
974;Villa;132;5;1945
975;Lejlighed;49;2;1959
976;Rækkehus;94;3;1989
977;Sommerhus;62;3;1974
978;Lejlighed;57;2;1959
979;Sommerhus;101;4;2011
980;Villa;65;3;1946
