442;Skalhøje;58;9240;0;0
443;Skalhøje;52;9240;0;0
444;Skalhøje;54;9240;0;0
445;Skalhøje;56;9240;0;0
446;Skalhøje;60;9240;0;0
447;Skalhøje;44;9240;0;0
448;Skalhøje;42;9240;0;0
449;Istedgade;21;9000;0;0
450;Vodskov Kirkevej;40;9310;0;0
451;Vejrholm;22;9220;0;0
452;Furvej;7;9400;0;0
453;Lærkevej;1;9280;0;0
454;Egense Hjørnet;10;9280;0;0
455;Rødbrovej;12;9400;0;0
456;Blegdalsparken;39;9000;0;0
457;Vissehøj;22;9210;0;0
458;Bavnevangen;3;9210;0;0
459;Sigurd Hoels Vej;15;9381;0;0
460;Luneborgvej;71;9382;0;0
461;Sønder Tranders Bygade;36;9260;0;0
462;Engbovej;8;9200;0;0
463;Nymøllevej;129;9240;0;0
464;Ivar Huitfeldts Gade;11;9000;0;0
465;Strubjerg;204;9400;0;0
466;Svanelundsvej;3;9310;0;0
467;Osbornsvej;30;9370;0;0
468;Lille Volstrupvej;70;9230;0;0
469;Østergårdevej;7;9240;0;0
470;Christmas Møllers Vej;16;9210;0;0
471;St Algade;11C;9240;0;0
472;Langelinie;6;9280;0;0
473;Heimdalsgade;64;9000;0;0
474;Fenris Alle;8;9230;0;0
475;Gunderupvej;20;9260;0;0
476;Regelvej;8;9293;0;0
477;Merkurvej;38;9370;0;0
478;Prinsensgade;27;9000;0;0
479;Hasserisvej;116;9000;0;0
480;Rolighedsvej;29;9310;0;0
481;Estlandsgade;15;9000;0;0
482;Torndrupstrand;26B;9370;0;0
483;Luneborgvej;25;9382;0;0
484;Gl. Kongevej;40;9362;0;0
485;Regnar Juels Vej;17;9210;0;0
486;Vedbæk;11;9210;0;0
487;Klostermarken;49A;9000;0;0
488;Damvej;1;9370;0;0
489;Afroditevej;7;9210;0;0
490;Dronningensgade;13;9400;0;0
491;Hasserisvej;124D;9000;0;0
492;Vestvej;47;9310;0;0
493;Viktoriagade;4;9400;0;0
494;Glentevej;25;9000;0;0
495;Hasserisvej;124C;9000;0;0
496;Hasserisvej;124C;9000;0;0
497;Valmuemarken;41;9000;0;0
498;Hasserisvej;124D;9000;0;0
499;Stampen;9;9280;0;0
500;Hasserisvej;124C;9000;0;0
501;Rundvejen;3;9000;0;0
502;Jyllandsgade;18;9293;0;0
503;Reberbansgade;13B;9000;0;0
504;Glucksvej;34;9200;0;0
505;Strandvejen;3;9000;0;0
506;Grønningen;10;9280;0;0
507;Solhøj;38;9240;0;0
508;Rødgranvej;5;9370;0;0
509;Vestvej;43;9370;0;0
510;Musvågevej;23;9230;0;0
511;K.E. Færgemanns Vej;17;9000;0;0
512;Lollandsgade;4;9000;0;0
513;Ringdrosselvej;3;9310;0;0
514;Julius Posselts Vej;6;9400;0;0
515;Hobrovej;81;9240;0;0
516;St Tranegade;16;9240;0;0
517;Hasserisvej;124D;9000;0;0
518;Hjerlvej;9;9220;0;0
519;Tyrensvej;103;9370;0;0
520;Strubjerg;133;9400;0;0
521;Carsten Hauchs Vej;10;9000;0;0
522;Holbergsgade;24;9000;0;0
523;Nestorvej;12;9370;0;0
524;Hybenvej;22;9230;0;0
525;Lillisvej;16;9000;0;0
526;Råkildevej;40;9530;0;0
527;Strandvejen;3;9000;0;0
528;Ane Dams Gade;25;9400;0;0
529;Kærhavegårdvej;22;9270;0;0
530;Strandvejen;3;9000;0;0
531;Strandvejen;3;9000;0;0
532;Strandvejen;3;9000;0;0
533;Strandvejen;3;9000;0;0
534;Mågevej;24;9280;0;0
535;Tjørnevej;14;9000;0;0
536;Nordvestvej;21;9370;0;0
537;Strandvejen;3;9000;0;0
538;Lindholmsvej;29;9400;0;0
539;Strandvejen;3;9000;0;0
540;Strandvejen;3;9000;0;0
541;Provstejorden;24;9000;0;0
542;Strandvejen;3;9000;0;0
543;Strandvejen;3;9000;0;0
544;Vestergade;85;9400;0;0
545;Strandvejen;3;9000;0;0
546;Lerumbakken;16;9400;0;0
547;Nørrestrand;64;9370;0;0
548;Vandet Vest;12;9370;0;0
549;Morgenfruevej;3;9400;0;0
550;Holbergsgade;2;9000;0;0
551;Lappedykkervej;2;9280;0;0
552;Stenbjergvej;63;9220;0;0
553;Vodskov Byvej;26;9310;0;0
554;Midtergade;3;9370;0;0
555;Tøtmosen;76;9280;0;0
556;Øster Sundby Vej;33;9000;0;0
557;Vestvej;79;9370;0;0
558;Skodsborgvej;61D;9270;0;0
559;Enghavevej;52;9000;0;0
560;Magnoliavej;18;9000;0;0
561;Dalgasgade;5;9000;0;0
562;Konvalvej;8;9280;0;0
563;Pilekrogen;18;9280;0;0
564;Lundevej;60;9240;0;0
565;Larsen Stevns Vej;8;9310;0;0
566;Sønderbro;37;9000;0;0
567;Stendyssen;112;9230;0;0
568;Dankærvej;3;9370;0;0
569;Lykkevej;4;9293;0;0
570;Kongensgade;3;9293;0;0
571;Mosevejen;8;9280;0;0
572;Øster Strandvej;12;9400;0;0
573;Vesterbro;35;9000;0;0
574;Sigsgaardvej;17;9293;0;0
575;Stuhrs Brygge;17;9000;0;0
576;Danmarksgade;9;9000;0;0
577;Årestrupsvej;4;9000;0;0
578;Istedgade;6;9000;0;0
579;Kastetvej;127;9000;0;0
580;Sønder Tranders Bygade;19b;9260;0;0
581;Nytorv;3;9000;0;0
582;Mygdalsvej;2;9293;0;0
583;Over Bækken;1;9370;0;0
584;Thomas Winthers Vej;27;9370;0;0
585;Tøtmosen;60;9280;0;0
586;Gravsholtvej;80;9310;0;0
587;Reberbansgade;2;9000;0;0
588;Aalborgvej;336;9362;0;0
589;Hobrovej;362;9200;0;0
590;Aalborgvej;342;9362;0;0
591;Engtoften;18;9280;0;0
592;Carl Klitgaards Vej;23;9400;0;0
593;Ane Dams Gade;3;9400;0;0
594;Vestre Fjordvej;48;9000;0;0
595;Thomas Olesen Løkkens Vej;15;9200;0;0
596;Nørrestrand;24A;9370;0;0
597;Granly;1;9280;0;0
598;Sønder Havsig;39;9370;0;0
599;Nibevej;64;9200;0;0
600;Pilekrogen;47;9280;0;0
601;Elsamvej;95;9310;0;0
602;Hvepsevej;11;9000;0;0
603;Kastetvej;52;9000;0;0
604;Willemoesgade;7;9000;0;0
605;Grindstedvej;3;9310;0;0
606;Jernbanegade;17;9000;0;0
607;Parallelvej;1;9210;0;0
608;Jernbanegade;10;9000;0;0
609;Skanderborgvej;17;9493;0;0
610;Solbakken;72;9240;0;0
611;Morten Vinges Vej;16;9240;0;0
612;Dokkedalvej;21;9280;0;0
613;Skolevej;12;9400;0;0
614;Fyrrebakken;7;9293;0;0
615;Skansehøj;3;9400;0;0
616;C.H. Ryders Vej;6;9210;0;0
617;Lindholmsvej;36;9400;0;0
618;Vendelbogade;17;9000;0;0
619;Havekrogen;18;9200;0;0
620;Skansehøj;3;9400;0;0
621;Holbergsgade;15;9000;0;0
622;Skansehøj;1;9400;0;0
623;Skansehøj;1;9400;0;0
624;Nordmarken;30;9310;0;0
625;Schleppegrellsgade;84;9000;0;0
626;Skansehøj;3;9400;0;0
627;Skansehøj;1;9400;0;0
628;Skansehøj;1;9400;0;0
629;Aalborgvej;30;9280;0;0
630;Poppelvej;11;9000;0;0
631;Skansehøj;3;9400;0;0
632;Bådebyggervej;2;9280;0;0
633;Egelundsvej;6;9380;0;0
634;Jernbanegade;10;9000;0;0
635;Skibstedsvej;6A;9000;0;0
636;Pilekrogen;25;9280;0;0
637;Ålerusen;55;9240;0;0
638;Pernillevej;13;9000;0;0
639;Tøtmosen;29;9280;0;0
640;Kong Christians Alle;26;9000;0;0
641;Knudsvej;6;9370;0;0
642;Fjordblink;16;9280;0;0
643;Herluf Trolles Gade;32;9000;0;0
644;Nymarksvej;10;9400;0;0
645;Dalsgaardvej;6;9293;0;0
646;Guldregnsvej;4;9380;0;0
647;Kalmanparken;72;9200;0;0
648;Borgergade;6;9000;0;0
649;Hadsundvej;374;9260;0;0
650;Slugten;15;9380;0;0
651;Christiansgade;7;9000;0;0
652;Henning Smiths Vej;15E;9000;0;0
653;Kornelparken;30;9310;0;0
654;Ida Maries Vej;4;9000;0;0
655;Rebildparken;83;9220;0;0
656;Thit Jensens Vej;10;9240;0;0
657;Nøddevej;30;9310;0;0
658;Snedronningens Vej;58;9230;0;0
659;Sønder Havsig;43;9370;0;0
660;Vingen;23;9210;0;0
661;Kolloparken;19;9200;0;0
662;Møllesøvej;16;9280;0;0
663;Østre Kanalgade;18;9000;0;0
664;Rebildparken;82;9220;0;0
665;Dokkedalvej;49;9280;0;0
666;Drastrup Skovvej;11;9200;0;0
667;Hedegårdsvej;20;9362;0;0
668;Lindeparken;2;9370;0;0
669;Vibevej;15;9280;0;0
670;Sneumvej;21;9430;0;0
671;Prinsessegade;29;9400;0;0
672;Thomas Winthers Vej;49;9370;0;0
673;Spættevej;5;9370;0;0
674;Zebravej;10;9370;0;0
675;Højgaarden;35;9380;0;0
676;Højgaarden;77;9380;0;0
677;Rådhusparken;10;9000;0;0
678;Højgaarden;17;9380;0;0
679;Højgaarden;1;9380;0;0
680;Højgaarden;5;9380;0;0
681;Højgaarden;65;9380;0;0
682;Højgaarden;39;9380;0;0
683;Højgaarden;67;9380;0;0
684;Højgaarden;75;9380;0;0
685;Højgaarden;3;9380;0;0
686;Højgaarden;7;9380;0;0
687;Højgaarden;27;9380;0;0
688;Højgaarden;61;9380;0;0
689;Højgaarden;41;9380;0;0
690;Højgaarden;10;9380;0;0
691;Skagensgrund;3;9280;0;0
692;Højgaarden;13;9380;0;0
693;Højgaarden;23;9380;0;0
694;Højgaarden;18;9380;0;0
695;Højgaarden;33;9380;0;0
696;Højgaarden;37;9380;0;0
697;Højgaarden;9;9380;0;0
698;Højgaarden;63;9380;0;0
699;Højgaarden;45;9380;0;0
700;Højgaarden;12;9380;0;0
701;Højgaarden;11;9380;0;0
702;Uglevænget;62;9310;0;0
703;Højgaarden;29;9380;0;0
704;Højgaarden;22;9380;0;0
705;Højgaarden;73;9380;0;0
706;Højgaarden;4;9380;0;0
707;Rebildparken;6;9220;0;0
708;Højgaarden;15;9380;0;0
709;Højgaarden;31;9380;0;0
710;Højgaarden;71;9380;0;0
711;Højgaarden;25;9380;0;0
712;Højgaarden;55;9380;0;0
713;Højgaarden;21;9380;0;0
714;Struervej;37;9220;0;0
715;Klydevej;6;9280;0;0
716;Gammel Østergade;1C;9400;0;0
717;Møllestenen;30;9370;0;0
718;Musvågevej;8;9370;0;0
719;Gammel Østergade;1E;9400;0;0
720;Skrænten;43;9280;0;0
721;Svendsgade;17;9000;0;0
722;Brønlundsvej;22;9210;0;0
723;Jens Stoffersens Vej;3;9000;0;0
724;Sifhøj;9;9230;0;0
725;Kronprinsens Alle;8;9400;0;0
726;Kildevej;20;9293;0;0
727;Vejlen;73;9430;0;0
728;Gl. Smedievej;4;9310;0;0
729;Sjællandsgården;7;9230;0;0
730;St Algade;11A;9240;0;0
731;Peder Barkes Gade;40A;9000;0;0
732;Jyllandsgade;7;9000;0;0
733;Dalstrøget;13;9240;0;0
734;Pynten;9;9280;0;0
735;Vesterbro;127;9000;0;0
736;Blomstermarken;15;9280;0;0
737;Holbergsgade;17;9000;0;0
738;Gammel Østergade;1D;9400;0;0
