4134;Alm. Salg;2350000;16319;09-08-2013
4135;Fam. Salg;420000;2658;01-07-1996
4136;Alm. Salg;850000;13281;27-02-2012
4137;Alm. Salg;1255157;5296;15-02-1999
4138;Alm. Salg;1457000;7961;10-10-1997
4139;Alm. Salg;382000;3237;09-08-1993
4140;Alm. Salg;1098000;7787;02-12-2003
4141;Alm. Salg;2535000;10562;09-07-2014
4142;Alm. Salg;725000;8333;26-07-2004
4143;Alm. Salg;1775000;12412;10-11-2014
4144;Alm. Salg;750000;4838;10-09-1992
4145;Alm. Salg;1240000;17971;20-11-2012
4146;Alm. Salg;1465000;15923;19-08-2014
4147;Alm. Salg;1415000;11411;25-08-2014
4148;Alm. Salg;490070;3769;31-05-1999
4149;Alm. Salg;2399000;11262;05-09-2008
4150;Alm. Salg;1060000;13947;29-09-2010
4151;Alm. Salg;465000;0;25-07-2005
4152;Alm. Salg;3375000;20331;14-06-2013
4153;Alm. Salg;695000;11209;18-05-2004
4154;Alm. Salg;1450000;6651;07-02-2005
4155;Alm. Salg;860000;10117;11-04-2011
4156;Fam. Salg;319966;1999;01-07-1998
4157;Alm. Salg;2150000;15925;14-05-2014
4158;Alm. Salg;1345000;9405;06-03-1998
4159;Alm. Salg;2085000;16289;18-09-2010
4160;Alm. Salg;515000;10510;19-02-2008
4161;Alm. Salg;2575000;19807;10-05-2007
4162;Alm. Salg;450000;5696;04-07-2002
4163;;130000;3421;23-12-1994
4164;Alm. Salg;1660000;0;04-09-2006
4165;Alm. Salg;375000;10416;14-03-2014
4166;Alm. Salg;359280;4491;14-09-1995
4167;Alm. Salg;1395000;7926;21-02-2006
4168;Alm. Salg;1850000;13703;13-05-2007
4169;Alm. Salg;435000;14032;16-10-2007
4170;Alm. Salg;605000;3805;15-02-1994
4171;Alm. Salg;735000;5485;05-09-1994
4172;Alm. Salg;900000;9183;13-01-2011
4173;Alm. Salg;222912;1506;06-09-2005
4174;Alm. Salg;375000;6250;14-01-2009
4175;Alm. Salg;375000;8152;05-06-2007
4176;Alm. Salg;840000;7000;10-12-1998
4177;Alm. Salg;684000;5652;26-11-1996
4178;Alm. Salg;1318000;14326;11-05-2014
4179;Alm. Salg;785000;12460;08-11-2008
4180;Alm. Salg;700000;7865;02-06-2003
4181;Alm. Salg;1081859;5576;24-06-1997
4182;Alm. Salg;1055000;10144;06-07-2006
4183;Alm. Salg;3325000;20781;21-12-2012
4184;Alm. Salg;1575000;11330;09-10-2007
4185;Alm. Salg;1162500;9768;27-05-2014
4186;Alm. Salg;1175000;14873;31-10-2013
4187;Fam. Salg;987500;7837;26-09-2007
4188;Alm. Salg;880000;5906;07-12-2005
4189;Alm. Salg;1250000;9765;16-06-2014
4190;Alm. Salg;486776;0;28-06-2001
4191;Alm. Salg;300216;4169;20-04-2001
4192;Fam. Salg;920500;9588;25-09-2012
4193;Alm. Salg;780000;12187;07-08-2006
4194;Alm. Salg;1750000;14705;05-02-2015
4195;Alm. Salg;4000000;33333;17-12-2014
4196;Alm. Salg;875000;10174;29-10-2006
4197;Alm. Salg;610000;0;23-01-2003
4198;Alm. Salg;750000;0;07-02-2005
4199;Alm. Salg;830000;5570;05-12-2010
4200;Alm. Salg;1995000;12018;05-07-2005
4201;Alm. Salg;1123000;8638;02-05-1999
4202;Alm. Salg;1275000;8916;19-04-2006
4203;Fam. Salg;474817;7536;06-04-2005
4204;Alm. Salg;550000;14102;03-09-2015
4205;Alm. Salg;975000;7330;21-02-2003
4206;Alm. Salg;1250000;0;23-11-2006
4207;Alm. Salg;848000;7066;14-09-2005
4208;Alm. Salg;1650000;8009;26-02-2014
4209;Alm. Salg;500000;10204;26-02-2008
4210;Alm. Salg;179080;1557;13-05-1994
4211;Alm. Salg;2498000;19825;17-04-2013
4212;Alm. Salg;2199000;13574;24-11-1997
4213;Alm. Salg;1225000;9496;23-01-2014
4214;Alm. Salg;1049724;9456;04-01-2000
4215;Alm. Salg;2000000;12269;20-09-2009
4216;Alm. Salg;273793;3510;01-06-2001
4217;Alm. Salg;2415000;15580;21-06-2010
4218;Fam. Salg;445000;4009;13-04-1992
4219;Fam. Salg;610000;3935;14-12-1992
4220;Fam. Salg;980000;11136;29-05-2008
4221;Alm. Salg;498000;0;23-11-2005
4222;Alm. Salg;240000;2105;05-04-2000
4223;Alm. Salg;760000;12258;20-05-2008
4224;Alm. Salg;239490;2520;18-01-2010
4225;Fam. Salg;2200000;20183;29-09-2014
4226;Fam. Salg;1530000;7500;03-06-2015
4227;Alm. Salg;287500;3993;16-07-2015
4228;Alm. Salg;6750000;23936;25-02-2015
4229;;400000;3174;08-04-2005
4230;Alm. Salg;1450000;18589;18-07-2012
4231;Alm. Salg;1405000;13380;17-03-2008
4232;Alm. Salg;390000;5342;11-10-2005
4233;Alm. Salg;936000;3900;08-06-1995
4234;Alm. Salg;325000;5416;02-06-2004
4235;Alm. Salg;910000;4333;28-10-1994
4236;Alm. Salg;1790000;7047;31-01-2011
4237;Alm. Salg;985000;7817;23-01-2007
4238;Alm. Salg;1048000;9980;02-11-2011
4239;Alm. Salg;1300000;12264;20-06-2009
4240;Alm. Salg;425000;4250;12-12-2004
4241;Alm. Salg;1340000;6380;23-01-2015
4242;Alm. Salg;710000;4765;08-06-2010
4243;Alm. Salg;1075000;6286;01-09-2009
4244;Alm. Salg;1950000;14444;04-09-2014
4245;Alm. Salg;1298666;9913;09-01-1997
4246;Alm. Salg;395000;3910;04-10-1993
4247;Alm. Salg;1160000;8854;11-11-2011
4248;Alm. Salg;2250000;16071;25-05-2009
4249;Alm. Salg;1600000;11510;31-10-2014
4250;Alm. Salg;1950000;0;06-04-2011
4251;Alm. Salg;273000;1936;17-12-1997
4252;Alm. Salg;330000;4714;31-08-2011
4253;Alm. Salg;1245000;11017;07-04-2005
4254;Alm. Salg;1560000;0;22-02-1999
4255;Alm. Salg;299000;0;17-01-1996
4256;Alm. Salg;1100000;12500;04-11-2010
4257;Alm. Salg;1150000;6353;10-10-2005
4258;Alm. Salg;2100000;15107;09-02-2015
4259;Alm. Salg;960000;13333;09-10-2009
4260;Alm. Salg;975000;12341;21-12-2006
4261;Alm. Salg;350000;3398;25-06-2010
4262;Alm. Salg;2000000;13333;26-08-1999
4263;Alm. Salg;3950000;23795;10-07-2007
4264;Fam. Salg;900000;10465;26-10-2014
4265;Alm. Salg;755000;10785;30-09-2010
4266;Alm. Salg;3000000;18987;12-08-2014
4267;Alm. Salg;680000;10149;05-12-2002
4268;Alm. Salg;1845000;17405;07-01-2008
4269;Alm. Salg;1020000;10967;11-01-2011
4270;;625000;4595;04-06-2007
4271;Alm. Salg;2050000;11714;07-02-2011
4272;Alm. Salg;850000;7391;02-02-2004
4273;Alm. Salg;1605000;10700;13-01-2010
4274;Alm. Salg;2050000;26973;10-02-2011
4275;Alm. Salg;1720000;13437;06-02-2005
4276;Alm. Salg;2360000;16619;23-09-2014
4277;Alm. Salg;795000;6022;21-12-2008
4278;Alm. Salg;279292;8727;01-08-2003
4279;Alm. Salg;1350000;10465;08-06-2012
4280;Alm. Salg;955000;16186;20-03-2015
4281;Alm. Salg;1442293;10451;15-11-1998
4282;Alm. Salg;678340;4710;05-10-1992
4283;Alm. Salg;1900000;12101;01-06-2006
4284;Alm. Salg;3315000;21250;14-06-2015
4285;Alm. Salg;434000;2893;25-02-1994
4286;Alm. Salg;963023;4863;12-02-2000
4287;Alm. Salg;1325000;13520;15-01-2009
4288;Alm. Salg;2200000;10000;17-03-2010
4289;Alm. Salg;1625000;16089;29-11-2012
4290;Alm. Salg;565000;4631;08-09-2008
4291;Alm. Salg;795000;9578;16-01-2013
4292;Alm. Salg;1295000;8809;02-03-2004
4293;Alm. Salg;1400000;13207;06-09-2009
4294;Alm. Salg;2360000;15733;10-06-2008
4295;Alm. Salg;265000;0;20-11-2002
4296;Alm. Salg;450000;0;23-10-1996
4297;Alm. Salg;312500;7267;12-09-2002
4298;Alm. Salg;865000;12357;21-12-2011
4299;Alm. Salg;1150000;12365;10-09-2009
4300;Alm. Salg;270000;4218;16-03-1994
4301;Alm. Salg;298000;3590;17-03-1994
4302;Alm. Salg;785000;4937;29-04-1996
4303;Alm. Salg;7400000;176190;29-10-2010
4304;Alm. Salg;2800000;19178;13-11-2011
4305;Alm. Salg;2125000;18478;09-07-2010
4306;Alm. Salg;950000;16666;06-08-2010
4307;Alm. Salg;323000;5767;17-02-2003
4308;Fam. Salg;386750;2907;31-03-2000
4309;Alm. Salg;591084;10555;03-03-2004
4310;Alm. Salg;215000;2621;01-09-1996
4311;Alm. Salg;300000;4347;20-03-2004
4312;Alm. Salg;725000;6304;11-02-2000
4313;Alm. Salg;340000;10000;02-09-2008
4314;Alm. Salg;574784;6842;26-06-2002
4315;Alm. Salg;2570000;18098;02-10-2012
4316;Alm. Salg;1020000;12142;31-10-2007
4317;Alm. Salg;1445000;8975;22-11-2007
4318;Alm. Salg;2100000;17500;14-11-2006
4319;Alm. Salg;385000;2655;18-07-2000
4320;Alm. Salg;1250000;7812;26-01-2004
4321;Alm. Salg;12500000;150602;15-02-2011
4322;Fam. Salg;1200000;8955;16-09-2007
4323;Alm. Salg;857861;6702;01-07-1994
4324;Alm. Salg;783000;14236;21-05-2014
4325;Alm. Salg;1600000;22222;02-08-2013
4326;Alm. Salg;1700000;12142;30-01-2009
4327;Alm. Salg;1300000;15662;25-10-2013
4328;Alm. Salg;815000;12348;11-02-2014
4329;Alm. Salg;992000;0;17-12-1996
4330;Fam. Salg;1172500;5891;24-03-2014
4331;Alm. Salg;1095013;9776;04-09-1998
4332;Alm. Salg;225000;5769;26-07-2000
4333;Alm. Salg;500000;4587;17-10-2013
4334;Alm. Salg;2048000;15398;19-06-2005
4335;Alm. Salg;1395000;10410;13-02-2005
4336;Alm. Salg;1875000;11029;23-09-2002
4337;Fam. Salg;410000;0;14-12-2000
4338;Alm. Salg;550000;5500;22-07-1996
4339;Alm. Salg;1259000;8122;13-11-1996
4340;Alm. Salg;125000;3906;01-06-1994
4341;Alm. Salg;2150000;16666;15-06-2006
4342;Alm. Salg;620000;2480;19-12-2001
4343;Alm. Salg;2405000;13070;05-09-2007
4344;Alm. Salg;1420000;10142;28-07-2010
4345;Alm. Salg;665000;5541;19-08-1993
4346;Alm. Salg;1895000;13251;01-12-2004
4347;Alm. Salg;975000;0;28-06-2000
4348;;400000;1562;28-06-2015
4349;Alm. Salg;2695000;26950;28-05-2015
4350;Alm. Salg;585000;6882;07-12-2005
4351;Alm. Salg;1250000;0;02-07-2004
4352;Alm. Salg;1750000;15350;22-10-2008
4353;Alm. Salg;2150000;13522;21-01-2015
4354;Alm. Salg;600000;12244;17-05-2015
4355;Alm. Salg;642000;7734;03-09-2002
4356;Alm. Salg;1240000;9117;12-06-2009
4357;Fam. Salg;1890000;18529;25-06-2014
4358;Alm. Salg;1800000;21176;26-03-2010
4359;Alm. Salg;920550;5142;10-02-2011
4360;Alm. Salg;369020;2292;11-05-1996
4361;Alm. Salg;355000;0;29-01-1995
4362;Alm. Salg;700000;11864;20-05-2008
4363;Alm. Salg;730000;10579;15-09-2009
4364;Alm. Salg;1400000;13592;22-12-2011
4365;Alm. Salg;998000;8990;24-02-2000
4366;Alm. Salg;92410;739;09-07-2001
4367;Alm. Salg;920000;9292;22-07-2009
4368;Alm. Salg;1398000;13442;30-08-2013
4369;Alm. Salg;580950;11172;06-04-2009
4370;Alm. Salg;931859;6426;08-09-1995
4371;Alm. Salg;471707;3804;24-01-2005
4372;;611500;4217;01-12-2011
4373;Alm. Salg;1478000;0;07-03-2006
4374;Alm. Salg;3000000;15000;22-09-2007
4375;Alm. Salg;780412;7804;02-08-2000
4376;Alm. Salg;550000;4471;07-08-1994
4377;Alm. Salg;1750000;15909;07-07-2011
4378;Alm. Salg;4650000;23846;30-01-2014
4379;Alm. Salg;500000;5882;18-09-2013
4380;Alm. Salg;362149;3353;24-01-2005
4381;Alm. Salg;2700000;18493;30-10-2013
4382;Alm. Salg;1435000;12812;26-06-2006
4383;Alm. Salg;376257;2213;09-09-2005
4384;Alm. Salg;610000;9384;13-12-2011
4385;Alm. Salg;2160000;18782;20-06-2014
4386;Alm. Salg;1175000;10779;10-11-2004
4387;Alm. Salg;1710000;11400;21-12-2012
4388;Alm. Salg;1595000;13632;18-05-2005
4389;Alm. Salg;1800000;10588;10-03-2011
4390;Alm. Salg;1175000;13505;07-02-2013
4391;Alm. Salg;1895000;23109;23-04-2008
4392;Alm. Salg;550000;7971;08-02-2002
4393;Alm. Salg;800000;12500;28-10-2008
4394;Alm. Salg;1245000;9360;27-02-2002
4395;Alm. Salg;814000;0;02-09-1999
4396;Alm. Salg;993000;0;14-05-1998
4397;Alm. Salg;2100000;17355;12-06-2012
4398;Alm. Salg;590000;5900;27-09-2005
4399;Alm. Salg;430089;4258;01-12-1995
4400;Alm. Salg;173544;0;15-08-1997
4401;Alm. Salg;1900000;12666;23-06-2014
4402;Alm. Salg;3450000;18956;23-02-2012
4403;Alm. Salg;350000;2058;05-01-2015
4404;Alm. Salg;995000;6546;25-10-1995
4405;Alm. Salg;1106000;10054;11-02-2004
4406;Alm. Salg;630000;9545;23-08-2011
4407;Alm. Salg;850000;6159;26-06-1996
4408;Alm. Salg;1294000;8802;16-11-1994
4409;Alm. Salg;1550000;12400;04-02-2005
4410;Alm. Salg;975000;17410;26-03-2015
4411;Alm. Salg;475000;0;13-11-1992
4412;Alm. Salg;1995000;10445;30-04-2003
4413;Alm. Salg;645834;9497;26-09-2005
4414;Alm. Salg;950000;14393;21-10-2013
4415;Alm. Salg;640000;5423;20-05-2007
4416;;584500;4531;06-03-2000
4417;Alm. Salg;580000;6373;21-09-2005
4418;Alm. Salg;100000;1639;07-07-2015
4419;Fam. Salg;460000;3650;09-03-2003
4420;Alm. Salg;1425000;13970;18-03-2015
4421;Alm. Salg;1150000;11979;12-11-2009
4422;Fam. Salg;300000;0;23-02-1998
4423;Alm. Salg;975000;6500;14-11-2002
4424;Alm. Salg;3130000;15650;18-12-2008
4425;Alm. Salg;750000;8333;11-03-1999
4426;Alm. Salg;150000;4166;23-07-1996
4427;Alm. Salg;425000;7727;25-04-2012
4428;Alm. Salg;2995000;11301;04-07-2008
4429;Alm. Salg;860000;5810;28-11-1997
4430;Fam. Salg;518500;7738;19-12-2006
4431;Alm. Salg;660000;7951;18-02-2013
4432;Alm. Salg;310000;6458;11-03-2012
4433;Alm. Salg;1250000;16891;09-03-2009
4434;Alm. Salg;3810000;20265;18-08-2011
4435;Alm. Salg;523460;0;18-12-1996
4436;Alm. Salg;1400000;0;01-04-2009
4437;Alm. Salg;1499000;7807;17-05-2009
4438;Alm. Salg;2950000;25213;01-07-2014
4439;Alm. Salg;92860;672;09-08-2005
4440;Alm. Salg;3895000;21168;17-11-2005
4441;Alm. Salg;778000;7339;26-03-2007
4442;Alm. Salg;2595000;14578;15-04-2015
4443;Fam. Salg;850000;7589;25-01-2006
4444;Alm. Salg;419560;4370;22-07-1997
4445;Alm. Salg;635000;9338;27-05-2015
4446;Alm. Salg;589000;3849;06-04-1997
4447;Alm. Salg;1075000;9347;10-10-2014
4448;Alm. Salg;2565000;14250;05-08-2011
4449;Alm. Salg;59000;526;16-06-1999
4450;Alm. Salg;950000;6884;14-06-2002
4451;Alm. Salg;615000;5301;23-12-1994
4452;Alm. Salg;1350000;8132;05-06-2003
4453;Alm. Salg;850000;7522;29-06-2000
4454;Alm. Salg;295000;4097;24-04-1995
4455;Alm. Salg;679805;0;27-01-1997
4456;Alm. Salg;236500;1791;20-05-1992
4457;Alm. Salg;671000;0;11-03-1995
4458;Alm. Salg;455000;5986;28-04-2008
4459;Alm. Salg;175000;4861;16-04-2002
4460;Alm. Salg;620000;11698;24-11-2014
4461;Alm. Salg;788000;13355;11-07-2014
4462;Alm. Salg;775000;8244;16-01-2004
4463;Alm. Salg;860000;10886;20-07-2010
4464;Alm. Salg;300000;6976;04-03-2005
4465;Alm. Salg;590000;6276;09-09-1999
4466;Alm. Salg;1389300;10686;27-12-1999
4467;Alm. Salg;1720000;11780;17-09-2013
4468;Alm. Salg;1298000;8062;18-01-2008
4469;Alm. Salg;1095000;15869;29-04-2013
4470;Alm. Salg;1430000;17654;04-06-2009
4471;Alm. Salg;1300000;0;30-03-2004
4472;Alm. Salg;1330000;12547;16-02-2011
4473;Alm. Salg;1150000;18852;30-04-2015
4474;Alm. Salg;607760;0;28-10-1993
4475;Alm. Salg;750000;7894;11-08-2014
4476;Alm. Salg;1481860;9879;03-12-2001
4477;Alm. Salg;650000;4333;07-06-2002
4478;Alm. Salg;400000;7407;31-01-2006
4479;Alm. Salg;250000;2659;19-07-2010
4480;Alm. Salg;1375000;10576;07-03-2007
4481;Alm. Salg;1525084;8764;05-05-2008
4482;Alm. Salg;925000;13028;25-03-2013
4483;Alm. Salg;465000;4227;28-03-1994
4484;Alm. Salg;2995000;28523;14-06-2013
4485;Alm. Salg;1229126;17071;23-09-1999
4486;Alm. Salg;30000;280;31-01-2002
4487;Alm. Salg;825000;7638;11-05-2007
4488;Alm. Salg;2500000;13586;01-09-2006
4489;Alm. Salg;2262500;13795;14-12-2012
4490;Alm. Salg;1950000;15600;01-02-2010
4491;Alm. Salg;623350;5109;18-03-1996
4492;Alm. Salg;500000;8333;04-01-2010
4493;Alm. Salg;1645000;11423;14-11-2009
4494;Alm. Salg;545000;0;30-06-1993
4495;Alm. Salg;75000;0;02-06-1993
4496;Alm. Salg;565000;4956;31-05-2002
4497;Alm. Salg;1225000;9645;15-12-2005
4498;Alm. Salg;375000;5357;23-07-2015
4499;Alm. Salg;81172;922;17-11-1995
4500;Alm. Salg;2500000;16666;23-06-2009
4501;Alm. Salg;1950000;16666;25-02-2009
4502;Alm. Salg;250000;2604;18-03-1994
4503;Alm. Salg;945000;12945;30-07-2006
4504;Alm. Salg;824527;7361;18-09-1997
4505;Alm. Salg;2045000;14401;12-08-2004
4506;Alm. Salg;1100000;0;22-08-2000
4507;Alm. Salg;1020000;10303;16-11-2010
4508;Alm. Salg;1485000;8633;05-06-2013
4509;Alm. Salg;47000;474;30-06-2000
4510;Alm. Salg;670000;11964;19-07-2010
4511;Fam. Salg;600000;10169;22-01-2007
4512;Alm. Salg;462000;3186;17-10-1995
4513;Alm. Salg;495000;2661;20-05-1999
4514;Alm. Salg;625930;6954;17-08-2000
4515;Alm. Salg;1160000;12473;16-02-2010
4516;Alm. Salg;499392;5487;31-07-2001
4517;Alm. Salg;1110000;7655;21-01-2000
4518;Alm. Salg;365000;2005;21-09-1997
4519;Fam. Salg;161500;1076;01-06-1995
4520;Alm. Salg;3850000;18780;07-05-2014
4521;Alm. Salg;530000;4344;12-07-2012
4522;Alm. Salg;325000;4513;28-11-2003
4523;Fam. Salg;150000;2307;19-10-2012
4524;Alm. Salg;725000;8630;14-05-2013
4525;Alm. Salg;795000;10890;14-08-2012
4526;Alm. Salg;495000;8250;23-12-2004
4527;Alm. Salg;2500000;17857;06-08-2009
4528;Alm. Salg;725000;0;29-09-2003
4529;Alm. Salg;890000;5894;09-02-2003
4530;Alm. Salg;1600000;12698;25-02-2010
4531;Alm. Salg;640000;4848;21-07-1995
4532;Alm. Salg;504500;11465;06-04-2009
4533;Alm. Salg;588365;4085;24-01-2005
4534;Alm. Salg;695000;19857;07-09-2008
4535;Alm. Salg;2030000;15736;03-05-2013
4536;Alm. Salg;662500;5662;19-01-1996
4537;Alm. Salg;1025000;14041;14-04-2010
4538;Alm. Salg;1625000;13771;22-03-2013
4539;Alm. Salg;1850000;12758;26-01-2009
4540;Alm. Salg;1263000;9496;10-10-2003
4541;Fam. Salg;325000;3735;25-05-1992
4542;Alm. Salg;787000;5211;19-06-1996
4543;Alm. Salg;975000;5477;30-09-2004
4544;Alm. Salg;2085000;13900;11-03-2008
4545;Alm. Salg;2370000;7476;27-05-2008
4546;Alm. Salg;1650000;9166;12-12-2013
4547;Alm. Salg;2500000;13440;29-05-2006
4548;Alm. Salg;506000;10120;01-11-2000
4549;Alm. Salg;3250000;22413;21-07-2010
4550;Alm. Salg;1275000;15740;03-10-2008
4551;Alm. Salg;2270000;16940;24-06-2015
4552;Alm. Salg;250000;7142;05-02-2010
4553;Alm. Salg;1583000;10018;24-08-2011
4554;Alm. Salg;975626;8130;07-07-1997
4555;Alm. Salg;1058001;7053;17-11-2001
4556;Alm. Salg;280000;5090;27-07-2000
4557;Alm. Salg;1357480;5344;01-04-1996
4558;Alm. Salg;4050000;20250;20-07-2012
4559;Alm. Salg;200000;3703;29-12-1995
4560;Alm. Salg;1285000;11788;01-11-2002
4561;Alm. Salg;285000;0;01-07-1997
4562;Alm. Salg;500000;3048;01-08-1993
4563;Alm. Salg;1140000;18688;30-09-2012
4564;Alm. Salg;1388000;15252;26-02-2009
4565;Fam. Salg;303570;0;13-02-1992
4566;Alm. Salg;1825000;9407;10-02-2010
4567;Alm. Salg;915000;11437;09-12-2011
4568;Alm. Salg;1528000;10186;09-10-2000
4569;Alm. Salg;1300000;0;28-10-2005
4570;Alm. Salg;1399000;0;14-09-2005
4571;Fam. Salg;510000;0;17-10-2006
4572;Alm. Salg;190000;3725;04-03-1998
4573;Alm. Salg;1598000;13775;14-06-2011
4574;;875000;4755;12-11-2013
4575;Alm. Salg;140000;3783;09-07-2010
4576;;1200000;0;03-06-2005
4577;Alm. Salg;699000;4957;26-09-2003
4578;Alm. Salg;1525000;0;04-01-2005
4579;Alm. Salg;650000;5555;06-07-2007
4580;Alm. Salg;144000;2250;12-10-1992
4581;Alm. Salg;460000;7540;24-04-2012
4582;Alm. Salg;163000;0;20-05-1998
4583;Alm. Salg;630707;7508;16-04-1999
4584;Alm. Salg;1320000;8301;28-08-2007
4585;Fam. Salg;935000;6726;24-05-2011
